IDs,company_short,company_short_refs,n
20021018-0249,CMS/Truckline Liquified Natural,CMS/Truckline Liquified Natural Gas,1
20020923-0131,Citizen's for a Better Thonotosassa,Citizen's for a Better Thonotosassa,1
20020813-0049,Eugene Water and Electric Board,Eugene Water and Electric Board,1
20020807-3143,New York Independent System Operator ISO,New York Independent System Operator ISO,1
20020604-0435,Express,Express Pipeline,1
20020604-0402,California's Public Utilitiesmission,California's Public Utilities Commission,1
20020528-0404,MidAmerican,MidAmerican,1
20020521-0282,Androscoggin Reservoir,Androscoggin Reservoir,1
20020503-0166,Duke Resources,Duke Resources,1
20020403-0770,Nisource,Nisource,1
20020403-0706,Sabine River Actionlition,Sabine River Action Coalition,1
20020214-0730,John Kerr Dam,John Kerr Dam,1
20020117-0184,Holyoke Water Power,Holyoke Water Power,1
20020117-0094,Enron/Exxon/Chevron Florida,Enron/Exxon/Chevron Florida Gas,1
20010917-0159,Northbrook,Northbrook,1
20010917-0156,Symbiotics,"Symbiotics,",1
20010820-0048,GridFlorida,GridFlorida,1
20010801-0270,Niagara Mohawk,Niagara Mohawk Corporation,1
20010801-0270,New York Public Servicemission,New York Public Service Commission,1
20010716-0189,Standish,Standish,1
20010716-0183,Wisconsin Electric,Wisconsin Electric,1
20010702-0115,Elkem Metals,Elkem Metals,1
20010622-0316,Kennebac Water Power,Kennebac Water Power Co.,1
20010622-0160,Edison International,Edison International,1
20010614-0074,Tennesse Gasline,Tennesse Gasline,1
20010614-0036,National Grid Group,National Grid Group,1
20010329-0117,Georgia Pacific,Georgia Pacific Corp.,1
20010329-0062,Cypress Natural,Cypress Natural Gas,1
20010329-0060,Trans-Union Interstate,"Trans-Union Interstate Pipeline, L.P.",1
20010328-0460,Marathon Ashland,Marathon Ashland,1
20010328-0460,CMS,CMS,1
20001229-0261,Portland Natural Gas Transmmision System,Portland Natural Gas Transmmision System,1
20001228-0405,Transcontenental,Transcontenental Gas Pipeline,1
20000918-0271,Wisconsin,Wisconsin Gas Corporation,1
20000828-0358,Wincosin Valley Improvement,Wincosin Valley Improvement,1
20000609-0058,Pinnacle Oil and,Pinnacle Oil and Gas Corp.,1
20000609-0029,Cleco,Cleco Corporation,1
20000609-0029,Clapine,Clapine Corporation,1
20000522-0074,Williams Brothers Natural,Williams Brothers Natural Gas Co.,1
20181207-0011,Next Decades Rio Grande,Next Decades Rio Grande Project,1
20181119-0028(partial),ATC/UTV trail,ATC/UTV trail,1
20181105-0012,Driftwood LNG terminal and Driftwood,Driftwood LNG terminal and Driftwood Pipeline,1
20181105-0009,Driftwood Liquid Natural,Driftwood Liquid Natural Gas Project,1
20180814-0007,Drifhvood LNG terminal and the Drifhvood,Drifhvood LNG terminal and the Drifhvood Pipeline,1
20180725-0462,Sylvan Hydroelectric project,Sylvan Hydroelectric project,1
20180424-0006,project No. 2100,project No. 2100,1
20180411-0024,Gross Reservoir Expansion project,Gross Reservoir Expansion project,1
20180102-0006(partial),Atlantic Sunrise pipeline project,Atlantic Sunrise pipeline project,1
20171208-0016,Catawba-Wateree Recreation Management Plan,Catawba-Wateree Recreation Management Plan,1
20171114-0047,Klamath Hydropower,Klamath Hydropower Project,1
20171108-0006,McNary Dam,McNary Dam Project,1
20171026-0031,WB XPress pipeline project.,WB XPress pipeline project.,1
20171020-0021(partial),Toledo Bend,Toledo Bend Project,1
20171020-0019,Atlantic Sunrise project,Atlantic Sunrise project,1
20171020-0018,Supply Header,Supply Header Project,1
20171020-0013,Leach XPress,Leach XPress Project,1
20171020-0012,WB XPress,WB XPress Project,1
20171017-0008,Eagle LNG Partners Jacksonville project,Eagle LNG Partners Jacksonville project,1
20171012-0013,Drifiwood LNG project,Drifiwood LNG project,1
20171012-0012,WB Xpress pipeline project,WB Xpress pipeline project,1
20170927-0025,STAMP business park,STAMP business park,1
20170810-0007,Net Zero,Net Zero,1
20170802-0030,Potter Valley,Potter Valley Project,1
20170619-0037,Woodland Pulp mill,Woodland Pulp mill,1
20170615-0007,Eastern Panhandle Expansion project,Eastern Panhandle Expansion project,1
20170310-0079,Fairburn Expansion,Fairburn Expansion Project,1
20170307-0135,Blenheim-Gilboa Pumped Storage Power,Blenheim-Gilboa Pumped Storage Power Project,1
20170203-0029,Nexus Natural,Nexus Natural Gas Pipeline Project,1
20160921-0014,James A. Fitzpatrick Nuclear Power Plant,James A. Fitzpatrick Nuclear Power Plant,1
20160805-0009,Gordon Butte,Gordon Butte Project,1
20160713-0007,Warrior River Hydroelectric,Warrior River Hydroelectric Project,1
20160524-0021,Muskeget Channel Tidal,Muskeget Channel Tidal,1
20160506-0033,"""B-System"" modernization project","""B-System"" modernization project",1
20160506-0006,La Grange and Don Pedro projects,La Grange and Don Pedro projects,1
20160119-0008,Mountaineer XPpress,Mountaineer XPpress Project,1
20160115-0006,Gordon Butte Closed Loop Pumped Storage,Gordon Butte Closed Loop Pumped Storage Project,1
20160111-0039,Gordon Butte Closed Loop Pumped Storage Hydro,Gordon Butte Closed Loop Pumped Storage Hydro Project,1
20160106-0021,Gordon Butte Pumped Storage,Gordon Butte Pumped Storage Project,1
20151022-0039,PennEast pipeline project,PennEast pipeline project,1
20151020-0010,TransCameron,TransCameron Pipeline,1
20150828-0039,Pillsbury A-Mill,Pillsbury A-Mill,1
20150625-0024,LNG Export,LNG Export Project,1
20150508-0016,Mokelumne River,Mokelumne River Project,1
20150323-0006,Environmental Impact Statement,Environmental Impact Statement(EIS) for the Jordan Cove Project,1
20150226-0032,atlanticst,atlantic Coast Pipeline Project,1
20150224-0014,Leach Xpress,Leach Xpress Project,1
20150129-0031,NEXUS Gas Transmission,NEXUS Gas Transmission Project,1
20141229-0090,MidContinent Express,MidContinent Express Pipeline,1
20141024-0023,Proposed Atlanticst,Proposed Atlantic Coast Pipeline,1
20141006-0054,Tennessee proposed Northeast,Tennessee proposed Northeast,1
20140815-0009,Williams Dam Hydro,Williams Dam Hydro Project,1
20140801-0009,Aguirre Gasport,Aguirre Gasport Project,1
20140619-0007,San Vicente Dam Pumped Storage,San Vicente Dam Pumped Storage Project,1
20140619-0006,Gordon Butte Pumped Storage Hydro,Gordon Butte Pumped Storage Hydro Project,1
20140425-0014,Trunkline LNG's Lake Charles LNG Export project,Trunkline LNG's Lake Charles LNG Export project(Lake Charles Project),1
20140416-0019,American Mildstream,American Mildstream Pipeline,1
20131009-0016,Ohio pipeline,Ohio pipeline,1
20130905-0009,Angelo Dam project,Angelo Dam project,1
20130614-0003,Boundary Hydroelectric,Boundary Hydroelectric Project,1
20130528-0032,Stagecoach Hydroelectric,"Stagecoach Hydroelectric Project,",1
20130102-0022,Angelo Dam Hydropower,Angelo Dam Hydropower Project,1
20121026-0003,Oregon LNG Export project,Oregon LNG Export project,1
20120919-0029,Tennessee Gas Northeast Upgrade,Tennessee Gas Northeast Upgrade Project,1
20120703-0014,Great Lakes Hydro America,"Great Lakes Hydro America,",1
20120703-0013,Augusta Canal,Augusta Canal Project,1
20120619-0018,Jennings Randolph Hydroelectric,Jennings Randolph Hydroelectric Project,1
20120210-0001,New Jersey-New York Expansion project,New Jersey-New York Expansion project,1
20120113-0002,New-Jersey-New York Expansion,New-Jersey-New York Expansion Project,1
20111108-0046,Allegheny storage,Allegheny storage Project,1
20110927-0131,Puerto Rico EcoEIectrica Terminal Modification,Puerto Rico EcoEIectrica Terminal Modification Project,1
20110922-0004,MARC 1 Hub Line,"MARC 1 Hub Line Project,",1
20110913-0012,Osage Hydroelectric,Osage Hydroelectric Project,1
20110518-0032,DF SUEZ Solar,DF SUEZ Solar Project,1
20110328-0002,Atlantic Windnection,Atlantic Wind Connection Project,1
20101119-0026,Clackamas River Hydroelectric,Clackamas River Hydroelectric Project,1
20101119-0025,Project Lands for a recreational facility,Project Lands for a recreational facility,1
20101004-0006,Kilarc-Cow Creek Hydroelectric,Kilarc-Cow Creek Hydroelectric Project,1
20100923-0018(partial),AmerenUE Shoreline Management Plan,AmerenUE Shoreline Management Plan,1
20100910-0036,Killarc-Cow Creek Hydroelectric project,Killarc-Cow Creek Hydroelectric project,1
20100826-0004,Killarc-Cow Creek,Killarc-Cow Creek Project,1
20100525-0025,Dresden Island and Brandon Road Hydroelectric,Dresden Island and Brandon Road Hydroelectric Projects,1
20100525-0024,Yadkin Hydro Electric,Yadkin Hydro Electric Project,1
20091125-0034(partial),School Street,School Street Project,1
20091123-0149,Gresham Municipal Utilities Hydro,Gresham Municipal Utilities Hydro,1
20090928-0063,Lock and Dam No.7 Hydro,Lock and Dam No.7 Hydro Project,1
20090918-0147(partial),36 MW project in Pella Iowa,36 MW project in Pella Iowa,1
20090918-0104,Project 7 Water Authority,Project 7 Water Authority,1
20090723-0128,San Luis Rey River Water Rights Settlement,San Luis Rey River Water Rights Settlement,1
20090526-0034,Kilarc-Cow Creek,Kilarc-Cow Creek Project FERC 606,1
20090421-0311,Project 184,Project 184,1
20090320-0047,Power supply agreement docket No. ER08-1501,Power supply agreement docket No. ER08-1501,1
20090306-0069,Melvin Price Lock and Dam hydroelectric project,Melvin Price Lock and Dam hydroelectric project,1
20081125-0050,Veazie Recovery,Veazie Recovery Project,1
20081113-0085,Hydroelectric generating unit at the Lake Shelbyville Dam,Hydroelectric generating unit at the Lake Shelbyville Dam,1
20080930-0178(partial),Windward Point Yacht Club & Marina,Windward Point Yacht Club & Marina,1
20080806-0190,Rehabilitation of Byron Weston Hydroelectric Dam,Rehabilitation of Byron Weston Hydroelectric Dam,1
20080731-0199,Western Catskills Hydro,Western Catskills Hydro Project,1
20080702-0298,Mississippi River Lock and Dam No. 2,Mississippi River Lock and Dam No. 2 Project,1
20080626-0001,Reinstatement FERC project No. 12454,Reinstatement FERC project No. 12454,1
20080515-0162,Hydroelectric Powered Dam,Hydroelectric Powered Dam,1
20080313-0062,Castle Creek Hydroelectric Plant,Castle Creek Hydroelectric Plant,1
20061220-0058,Strayton Hydroelectric,Strayton Hydroelectric Project,1
20061024-0157,West Valley A&B Hydroelectric,West Valley A&B Hydroelectric Project,1
20060922-0098,Big Sandy,Big Sandy Pipeline Project,1
20060714-0019,Meldahl,Meldahl Project,1
20060614-0211(partial),FERC expemptions for Upper Turnbull,"FERC expemptions for Upper Turnbull - FERC #12598, Lower Turnbull - FERC #12597, Mill Coulee - Ferc #12599",1
20060606-0272,Liquefied natural gas terminal near Lake Charles,Liquefied natural gas terminal near Lake Charles,1
20040701-0070,Keyspan LNG Facility,Keyspan LNG Facility Project,1
20040617-0028,Housatonic River Hydroelectric,Housatonic River Hydroelectric Project,1
20040525-0076,Klamath Hydro,Klamath Hydro Project,1
20040521-0270,LICAP,LICAP,1
20040512-0211,CheniereProject,CheniereProject,1
20040505-0442,Energy Markets Tariff,Energy Markets Tariff,1
20040331-0123,Pelton Round Butte,Pelton Round Butte Project,1
20040323-0226(partial),Sabine Pass LNG &,Sabine Pass LNG & Pipeline Project,1
20040225-0057,Power Plan,Power Plan Project,1
20031201-0324(partial),Grand Harbour,Grand Harbour Project,1
20031201-0211,Box Canyon Hydroelectric,Box Canyon Hydroelectric Project,1
20031107-0042,concerning a complaint re the Hawk's Nest Dam in West Virginia under,concerning a complaint re the Hawk's Nest Dam in West Virginia under,1
20031007-0272,consideration to allowing the Franklinnty Board of Supervisors to intervene in,consideration to allowing the Franklin County Board of Supervisors to intervene in Project No. P-2210-090.,1
20030801-0140,several provisions that are included in the lastest draft of the energy bill that will be considered by the Senate next week,several provisions that are included in the lastest draft of the energy bill that will be considered by the Senate next week,1
20030516-0040,Hydroelectric projects,Hydroelectric projects,1
20030313-0332(partial),Childs-lrving Hydropower,Childs-lrving Hydropower Project,1
20030313-0212,"Grasslands
Project","Grasslands Pipeline
Project",1
20030313-0211,Algonquin Hubline Phase II,Algonquin Hubline Phase II Project,1
20030313-0197,Natura,Natura Project,1
20021230-0232,Small access roadway to retirement property of constituent Mr. Adolphson,Small access roadway to retirement property of constituent Mr. Adolphson,1
20021206-0099,FERC Holyoke,FERC Holyoke Project,1
20021018-0222,Project nos  3218,"Project nos  3218, 6901 and 6902",1
20020923-0130,Islander East Natural,Islander East Natural Gas Pipeline,1
20020909-0485,Midwest Independent System Operator for a Regional Transmission Organization,Midwest Independent System Operator for a Regional Transmission Organization,1
20020830-0139,Islander East pipeline,Islander East pipeline,1
20020815-0653,South System Expansion II,South System Expansion II Project,1
20020815-0574,Saranac River hydro electric project,Saranac River hydro electric project,1
20020815-0545,High Falls Proj-2595,High Falls Proj-2595,1
20020808-0152,Stagecoach,Stagecoach Project,1
20020716-0467,Lay Lake HOBO project,Lay Lake HOBO project,1
20020716-0237,Middle Raquette River,Middle Raquette River Project,1
20020702-0070,CP01-384-000 and CP02-52-000,CP01-384-000 and CP02-52-000,1
20020604-0535,Greenup Dam,Greenup Dam,1
20020524-0418,Columbia Hydroelectric,Columbia Hydroelectric Project,1
20020521-0019,Comm. Nora Brownell,Comm. Nora Brownell,1
20020509-0091,CMS Trunkline LNG Facility,CMS Trunkline LNG Facility,1
20020503-0225,Condit Dam,Condit Dam,1
20020503-0201,Mechanicville Hydroelectric Station,Mechanicville Hydroelectric Station,1
20020403-0726,Box Canyon Dam,Box Canyon Dam,1
20020214-0728,Delaware Valley Resource Recovery Facility,Delaware Valley Resource Recovery Facility,1
20020214-0541,Union Center Re-route Variation along the NYSEG Powerlineridor,Union Center Re-route Variation along the NYSEG Powerline Corridor,1
20020129-0053,Phase III / Hubline,Phase III / Hubline Project,1
20011221-0115,Lay Lake Hydroelectric Reservoir,Lay Lake Hydroelectric Reservoir,1
20011217-0221,Participant Funded Expansion,Participant Funded Expansion,1
20011108-0109,West Winterport Hydroelectric Dam,West Winterport Hydroelectric Dam,1
20011018-0138,Vermilion Valley,Vermilion Valley Project,1
20011016-0225,St. Lawrence and Niagara,St. Lawrence and Niagara Projects,1
20010918-0081,Eastchester,Eastchester Project,1
20010710-0044,Clifton Mill,Clifton Mill,1
20010709-0377,Compressor facilities,Compressor facilities,1
20010709-0268,Forks of Butte,Forks of Butte Project,1
20010705-0046,Compressed air energy storage project,Compressed air energy storage project,1
20010622-0310,Dead River Hydroelectric,Dead River Hydroelectric Project,1
20001229-0060,Blewwet Falls,Blewwet Falls Project,1
20001229-0060,Yadkin-Pee Dee River,Yadkin-Pee Dee River Project,1
20001229-0060,Blewett falls,Blewett falls Project,1
20001020-0258,Centenial,Centenial Pipeline Project,1
20000926-0368,Angoon Power,Angoon Power Project,1
20000918-0278,Transco Sundance expansion,Transco Sundance expansion Project,1
20000828-0353,Housatonic,Housatonic Project No. 2576-CT,1
20000828-0132,North Umpqua Hydroelectric project,North Umpqua Hydroelectric project,1
20000828-0115,Yadkin Hydroelectri cProject,Yadkin Hydroelectri cProject,1
20000828-0115,SMP project,SMP project,1
20000828-0104,Niagara Mohawk/Orion's Black River hydroelectric project,Niagara Mohawk/Orion's Black River hydroelectric project,1
20000828-0103,St. Lawrence-FDR project,St. Lawrence-FDR project,1
20000828-0057,Vector,Vector Pipeline Project,1
20000828-0051,MarketLink Expansion,MarketLink Expansion Project,1
20000803-0419,Toledo Bend Bi-State Alliance,"Toledo Bend Bi-State Alliance,Project No.2305-016,",1
20000803-0414,Lundy Hydroelecric project,Lundy Hydroelecric project,1
20000503-0151,Waltervile hydroelectric project,Waltervile hydroelectric project,1
20000301-0117,North Umqua Hydroelectric,North Umqua Hydroelectric Project,1
20181107-0007,Holtwood,Holtwood Project,1
20180926-0013,Edenville Hydropower,Edenville Hydropower Project,1
20180622-0006,Fields Point liquefaction project,Fields Point liquefaction project,1
20180328-0010,Fields National,Fields National Gas,1
20180223-0006,Ogdensburg,Ogdensburg Project No. 9821,1
20180216-0016,Project 459-128,Project 459-128,1
20170928-0006,Toledo Bend Spillway Operation,Toledo Bend Spillway Operation,1
20170927-0027,Calkins Bridge project No 785,Calkins Bridge project No 785,1
20170829-0011,Spectra Burrillville compressor station,Spectra Burrillville compressor station,1
20170802-0027,Project No. 11150-101,Project No. 11150-101,1
20170510-0025,Pensacola Hydroelectric,Pensacola Hydroelectric Project No. 1494,1
20170307-0136,Nexus gas transmission line,Nexus gas transmission line,1
20170207-0019,Nexus Gas Transmission Line,Nexus Gas Transmission Line,1
20161229-0053,Monmouthnty Reliability project,Monmouth County Reliability project,1
20161216-0007,West Roxbury Lateral,West Roxbury Lateral Pipeline,1
20161213-0031,Monmouthnty Reliability,Monmouth County Reliability Project,1
20161116-0018,Elba,Elba Project,1
20161103-0022,Algonquin Atlantic,"Algonquin Atlantic, Bridge Project",1
20161013-0030,Smallwood Hydro project,Smallwood Hydro project,1
20161011-0018,Conestoga Alternative,Conestoga Alternative,1
20161005-0007,Line RI,Line RI,1
20160926-0009,Abandonment and Capacity Restoration,Abandonment and Capacity Restoration Project,1
20160810-0044,PennEast pipeline,PennEast pipeline,1
20160801-0069,Cowlitz Falls Hydroelectric,Cowlitz Falls Hydroelectric Project,1
20160624-0006,Wilder Dam,Wilder Dam,1
20160617-0008,P-2485 and P-1889,P-2485 and P-1889,1
20160301-0012,compressor station No.203,compressor station No.203,1
20160224-0019,Line 901 pipeline,Line 901 pipeline,1
20160219-4017,Highland,"Highland,  NY  compressor station",1
20160212-0008,Market Path Tailpressor Station,Market Path Tail Compressor Station,1
20160107-0018,Aliso Canyon Storage Facility,Aliso Canyon Storage Facility,1
20151201-0086(partial),Keowee-Toxaway Hydroelectric,Keowee-Toxaway Hydroelectric Project,1
20151020-0015,Liquefied Natural Gas Export Terminals,Liquefied Natural Gas Export Terminals,1
20151008-0013,Newburgh Hydroelectric,Newburgh Hydroelectric Project,1
20151005-0009,Rover pipeland project Docket Cp15-93-000,Rover pipeland project Docket Cp15-93-000,1
20151001-0033,PF14-22,PF14-22,1
20150930-0014,Central,Central Pipeline North,1
20150928-0015,Edenville Dam,Edenville Dam,1
20150923-0006,PennEast natural gas pipeline,PennEast natural gas pipeline,1
20150520-0074,Norway-Oakdale Hydmelectric,Norway-Oakdale Hydmelectric Project,1
20150515-0008,Merced River Hydroeclectric,Merced River Hydroeclectric Project,1
20150504-0011,Williams Partners Atlantic Sunrise Interstate,Williams Partners Atlantic Sunrise Interstate Pipeline Project,1
20150303-0030,J-2 Regulating Reservoir,J-2 Regulating Reservoir,1
20150204-0012,Proposed Liquefied Natural Gas Terminals,Proposed Liquefied Natural Gas Terminals,1
20141229-0088,Energy Transfer Rover,Energy Transfer Rover Pipeline Project,1
20141218-0035,Columbia Gas Transmission's East Side Expansion,Columbia Gas Transmission's East Side Expansion Project,1
20141121-0015,Delta Hydro Electric,Delta Hydro Electric Project,1
20141103-0033,Energy Transfer Roverc,Energy Transfer Roverc  Pipeline,1
20141027-0017,Dominion New Market,Dominion New Market Project,1
20140820-0010,Pinnacles Hydroelectric Plant,Pinnacles Hydroelectric Plant,1
20140617-0271,Dominione point Liquefaction project,Dominion Cove point Liquefaction project,1
20140416-0045,Buzzard Roost Hydroelectric,Buzzard Roost Hydroelectric Project,1
20140324-0048,Wright Interconnect,Wright Interconnect Project,1
20140304-0041,Arclight Capital Partners.,Arclight Capital Partners.,1
20140304-0041,American Midstream Ptpeline,American Midstream Ptpeline,1
20130703-0037,Northeast Supply,Northeast Supply Project,1
20130625-0010,Leidy Southeast Expansion,Leidy Southeast Expansion Project,1
20130516-0002,Boyce hydro Power,"Boyce hydro Power,",1
20130102-0018,Proposed Sasabe Lateral Natural,Proposed Sasabe Lateral Natural Gas Pipeline,1
20110719-0003,Claytor Hydroelectric,Claytor Hydroelectric Project,1
20110328-0005,Martin Dam Hydroelectric,Martin Dam Hydroelectric Project,1
20110210-0022,Coosa River,Coosa River Project,1
20100915-0007,Missouri-Madison,Missouri-Madison Project,1
20100910-0039,Claytor Hydro Relicensing project,Claytor Hydro Relicensing project,1
20100910-0031(partial),Claytor Hydro Relicensing,Claytor Hydro Relicensing,1
20100830-0007,SESH undersground natural gas pipeline project,SESH undersground natural gas pipeline project,1
20100804-0015,Lookout Shoals development of the Catawba Wateree,Lookout Shoals development of the Catawba Wateree Project,1
20100628-5039,Decommission of the Kilarc hydropower project,Decommission of the Kilarc hydropower project,1
20100625-0005,Revision of license for,Revision of license for Project 516,1
20100617-0026,Humboldt WaveConnect,Humboldt WaveConnect Project,1
20100617-0023,Transfer of licenses for the Swinging Bridge,"Transfer of licenses for the Swinging Bridge, Mongaup Falls and Rio Projects",1
20100525-0021,P-2232-522,P-2232-522,1
20100318-0026(partial),Jackson Bluff Spillway,Jackson Bluff Spillway Project,1
20100318-0025,Madison-Missouri project 2188,Madison-Missouri project 2188,1
20100310-0007,Sale of the Medical Areal Total,Sale of the Medical Areal Total,1
20100308-0001,Removal of the Fort Halifax Dam,Removal of the Fort Halifax Dam,1
20091224-0052,Oregon LNG project,Oregon LNG project,1
20091224-0051,Expansion of Northern Cunningham storage field,Expansion of Northern Cunningham storage field,1
20091224-0037,Full River Reconnaissance,Full River Reconnaissance - 2008,1
20091013-0004,Blue Bridge,Blue Bridge Pipeline Project,1
20091013-0003,Texas Eastern Market Area Crossing,Texas Eastern Market Area Crossing,1
20091013-0003,Texas Eastern,Texas Eastern,1
20091013-0001,docket No. PF08-28-000,docket No. PF08-28-000,1
20091002-0065,Centerway Dam,Centerway Dam,1
20090908-0070,Fort Halifax Dam removal,Fort Halifax Dam removal,1
20090529-0038,Whitewater Access for the Rainbow Falls Hydroelectric,Whitewater Access for the Rainbow Falls Hydroelectric Project,1
20090508-0038,West Enfield Hydroelectric Dam,West Enfield Hydroelectric Dam,1
20090219-0244(partial),Lewis River Hydroelectric,"Lewis River Hydroelectric Projects numbers 935, 2071, 2111,2213",1
20090128-0141,Liquefied Natural Gas project,Liquefied Natural Gas project,1
20090128-0139,Palomar gas transmission system,Palomar gas transmission system,1
20090109-0124,AES/Mid-Atlantic,AES/Mid-Atlantic Pipeline Project,1
20081204-0029,Sparrows Point LNG and,Sparrows Point LNG and Pipeline project,1
20081125-0051(partial),Great Sacandaga Lake,Great Sacandaga Lake Project,1
20081125-0042,Mid-Atlantic Express pipeline,Mid-Atlantic Express pipeline,1
20081113-0086,Spring Gap-Stanislaus Hydroelectric,Spring Gap-Stanislaus Hydroelectric Project,1
20081029-0059,Docket No. CP08-431-000,Docket No. CP08-431-000,1
20081020-0178(partial),Rockie Express East,Rockie Express East Pipeline,1
20081020-0172,Seneca Falls,"Seneca Falls Project, No.2438",1
20081020-0165,EIS for Jordane liquefied natural gas terminal,EIS for Jordan Cove liquefied natural gas terminal,1
20080919-0123(partial),Stockmann Ridge,Stockmann Ridge Project,1
20080820-0005,PJM Interconnection Reliability Pricing Model,PJM Interconnection Reliability Pricing Model,1
20080813-0274,Stevens Point Dam,Stevens Point Dam,1
20080731-0190,Boundary extension of Weaver Storage Field,Boundary extension of Weaver Storage Field,1
20080722-0166,Lansing Club Hydroelectric,Lansing Club Hydroelectric Project,1
20080707-0163,Sparrows Point LNG Terminal and,Sparrows Point LNG Terminal and Pipeline project,1
20080702-0282,Jeffersonpressor Station,Jefferson Compressor Station,1
20080702-0281,Williams Sentinel expansion project,Williams Sentinel expansion project,1
20080616-0029,Guardian II gas line project,Guardian II gas line project,1
20080616-0010,REX-East project,REX-East project,1
20080522-0161,Wisconsin Alexander Hydro,Wisconsin Alexander Hydro Project,1
20080522-0149,REX EAST,REX EAST,1
20080515-0182(partial),Rockies Express Eastern,Rockies Express Eastern Gas Pipeline,1
20080512-0256,Natual gas Line,Natual gas Line,1
20080424-0053,Natural Gas Storage Field,Natural Gas Storage Field,1
20080411-0034(partial),Rainbow Falls,Rainbow Falls Project,1
20080404-0198(partial),Steckman Ridge Storage,Steckman Ridge Storage Project,1
20080403-0164,Rockie Express,Rockie Express Pipeline,1
20080324-0266,Project 606 Kilarc-Cow Creek,Project 606 Kilarc-Cow Creek,1
20080320-0039,Boradwater LNG Facility,Boradwater LNG Facility,1
20080306-0218,Cross Hudson Line,Cross Hudson Line Project,1
20080215-0204,Smith Mountain Lake,Smith Mountain Lake Project,1
20080215-0203,Tillery / Blewett Falls Hydro,Tillery / Blewett Falls Hydro Project,1
20080110-0271,Oroville Facilities Hydroelectric,Oroville Facilities Hydroelectric Project,1
20080102-0300,REX East Natural,REX East Natural Gas Pipeline,1
20071128-0175,East to West Hubline Extension,East to West Hubline Extension Project,1
20071121-0079,Kilarc,Kilarc - Cow Creek Hydroelectric Project,1
20071029-0202,Shoreline Management Plan,Shoreline Management Plan,1
20071026-0169,Oregon LNG Terminal and,Oregon LNG Terminal and Pipeline Project,1
20070815-0102,Oroville Facilities,Oroville Facilities Project,1
20070807-0092,Liquified Natural Gas Facility,Liquified Natural Gas Facility,1
20070604-0167,Tacoma Hydroelectric,Tacoma Hydroelectric Project,1
20070430-0070,Kilarc and Creek Hydroelectrci Facilities,Kilarc and Cow Creek Hydroelectrci Facilities,1
20070322-0107,Candlewood Lake,Candlewood Lake Project,1
20070307-0156(partial),Hardy Storage Field,Hardy Storage Field,1
20061130-0153,Lyson Falls Hydroelectric,Lyson Falls Hydroelectric Project,1
20061120-0032,NorthEast,NorthEast - 07,1
20061106-0156,Kern River,Kern River Pipeline Project,1
20060804-0134,Compressor Station,Compressor Station,1
20060802-0114,NYSEG Tioga-Broome Variation,NYSEG Tioga-Broome Variation,1
20060707-0238,Approval of a Forward Capacity Market,Approval of a Forward Capacity Market,1
20060707-0158,New York Interconnect,New York Interconnect Project,1
20060630-0085,Lake Oroville License Renewal,Lake Oroville License Renewal,1
20060630-0076,California ISO's proposal called the Market Redesign and Technology Upgrade,California ISO's proposal called the Market Redesign and Technology Upgrade,1
20060628-0012,Settlement between Enron and the FERC Trial Staff,Settlement between Enron and the FERC Trial Staff,1
20060622-0070,Expansion to thee Point LNG terminal in Calvertnty,Expansion to the Cove Point LNG terminal in Calvert County,1
20060622-0065,Abandonment of facilites by CenterPoint,Abandonment of facilites by CenterPoint,1
20060619-0249,Natural gas pipeline through Southern Lancasternty,Natural gas pipeline through Southern Lancaster County,1
20060615-0253,North Village Dam,North Village Dam,1
20060614-0212(partial),Greefield Irrigation Canal New Hydroelectric,Greefield Irrigation Canal New Hydroelectric Project under P-12539,1
20060613-0028(partial),Compressor Station in Methuan,"Compressor Station in Methuan, MA under PF05-17",1
20060613-0027(partial),Maritimes and Northeast natural gas pumping station location on the Rogers Spring Hill Farm,Maritimes and Northeast natural gas pumping station location on the Rogers Spring Hill Farm,1
20060606-0273,FERC Administrative Law Judge on interstate natural gas pipeline rates of return on equity,FERC Administrative Law Judge on interstate natural gas pipeline rates of return on equity,1
20041018-0033,Texas Eastern Gas Line Expansion,Texas Eastern Gas Line Expansion,1
20041001-0011,Keyspan projects,Keyspan projects,1
20040806-0024,Smith Mountain Lake Pumped Storage,Smith Mountain Lake Pumped Storage Project,1
20040630-0120,Community Environmental Justice,Community Environmental Justice Project,1
20040324-0230,Cushman Hydro,Cushman Hydro Project,1
20040304-0122,Harvell Dam,Harvell Dam Project,1
20040224-0238,Housatonic River Proj-2576,Housatonic River Proj-2576,1
20040217-0126,Warriors Ridge hydroelectric dam,Warriors Ridge hydroelectric dam,1
20040204-0245,Alliance pipeline,Alliance pipeline,1
20040202-0229,Mountain View,Mountain View,1
20040102-0132,Nooksack Falls Hydroelectric,Nooksack Falls Hydroelectric Project,1
20031223-0407,First Chemical,First Chemical Corporation,1
20031223-0081,Hydorelectric,Hydorelectric Project,1
20031030-0044,Everett Delta,Everett Delta Project,1
20031030-0019,Michigan Irving Dam Wator Power,Michigan Irving Dam Wator Power,1
20031030-0019,Middleville Hydroelectric Dam,Middleville Hydroelectric Dam,1
20031030-0019,LaBarge Dam Water power,LaBarge Dam Water power Projects,1
20031030-0016,Weed Dam,Weed Dam Project,1
20031007-0301,letter from Dee Stryker,"letter from Dee Stryker, resident concerning Enron overcharging the State of California",1
