first_name,last_name,LetterID,ID,agency,DATE,FROM,bioname,SUBJECT,TYPE,NOTES,ERROR
NA,NA,NA,546,DOJ_CIV,2020-06-05,HOWARD L. BERMAN,,FALSE CLAIMS ACT,1,NA,NA
Peter,DeFAZIO,NA,824,DOJ_CIV,2020-06-05,PETER DEFAZIO,"DeFAZIO, Peter Anthony","FOLLOW-UP REGARDING RECORDS FROM
 EDGEWOOD ARSENAL",NA,NA,NA
Kirsten,GILLIBRAND,NA,1130,DOJ_CIV,2020-06-05,KIRSTEN GILLIBRAND,"GILLIBRAND, Kirsten",SEPTEMBER 11TH VICTIMS COMPENSATION FUND (VCF),NA,NA,NA
NA,NA,NA,689,DOJ_CIV,2020-06-07,DOUGH LAMBORN,,REQUESTING IG REVIEW OF US ATTORNEYS HANDLING OF CRIM NAL PROSECUTION,1,NA,NA
NA,NA,NA,104,DOJ_CIV,2020-06-08,ARLEN SPECTER,,REQUESTING INVESTIGAT ON OF SEC,1,"NA",NA
NA,NA,NA,167,DOJ_CIV,2020-06-08,JOHN CONYERS  JR.,,UPCOMING HEARING ON 6/25/09  AG INVITED,1,"NA",NA
Roy,BLUNT,NA,168,DOJ_CIV,2020-06-08,ROY BLUNT,"BLUNT, Roy",REQ ASSISTANCE REGARDING DEBT,5,"NA",NA
NA,NA,NA,169,DOJ_CIV,2020-06-08,JOSEPH PITTS,,(b) (6)    REFRAIN FROM DEPORTATION,1,"NA",NA
Robert,CASEY,NA,170,DOJ_CIV,2020-06-08,ROBERT P CASEY  JR.,"CASEY, Robert (Bob), Jr.",(b) (6)    REFRAIN FROM DEPORTATION,1,"NA",NA
NA,NA,NA,171,DOJ_CIV,2020-06-08,ARLEN SPECTER,,LAND FOR 911'S FLIGHT 93 MEMORIAL IN PA,"NA","NA",NA
NA,NA,NA,103,DOJ_CIV,2020-06-09,LAMAR S. SMITH,,ALLEGED ILLEGALITY OF HHS MAILING,"NA","NA",NA
NA,NA,NA,165,DOJ_CIV,2020-06-09,JOE SESTAK,,BACK PAY FLSA CASE/LAW ENFORCEMENT OFF.,"NA","NA",NA
Charles,GRASSLEY,NA,370,DOJ_CIV,2020-06-09,CHARLES E. GRASSLEY,"GRASSLEY, Charles Ernest","LTR FROM CHMN GRASSLEY JUDICIARY COMTE EXPRESSING CONCERNS ABOUT DOJ ATTORNEYS IN TEXAS ET AL. V. U S. ET AL. AND THE SANCTIONS IMPOSED BY THE COURT IN THAT CASE IN RESPONSE TO THOSE ACTIONS WHICH THE JUDGE DESCRIBED AS CALCULATED AND UNETHICAL MISREPRESENTATION TO THE
 COURT. REQUESTING ANSWERS TO THE FOLLOWING QUESTIONS NTD 6/23/2016.",1,NA,NA
Martha,McSALLY,NA,58,DOJ_CIV,2020-06-10,MARTHA MCSALLY,"McSALLY, Martha",(b) (6) REQ ASSISTANCE AND INVESTIGATION RE A LIEN ON HIS SOCIAL SECURITY,1,NA,NA
Michael,ENZI,NA,825,DOJ_CIV,2020-06-10,MICHAEL B. ENZI,"ENZI, Michael B.",SEEKING PROSECUTION OF STOLEN PATENT UNDER ESPIONAGE ACT,5,NA,NA
Emanuel,CLEAVER,NA,826,DOJ_CIV,2020-06-11,EMANUEL CLEAVER,"CLEAVER, Emanuel, II",CONSTITUENT IS REQUESTING OIG INVESTIGATION BECAUSE HE IS UNHAPPY WITH CIV S PREVIOUS RESPONSES,1,NA,NA
Marco,RUBIO,NA,864,DOJ_CIV,2020-06-11,MARCO RUBIO,"RUBIO, Marco",(b) (6) RE HIS CONSUMER COMPLAINT AGAINST RIDE GREEN SCOOTERS,1,NA,NA
Christopher,SMITH,NA,1121,DOJ_CIV,2020-06-11,CHRISTOPHER SMITH,"SMITH, Christopher Henry",RECA,NA,NA,NA
Patrick,TOOMEY,NA,60,DOJ_CIV,2020-06-12,PATRICK TOOMEY,"TOOMEY, Patrick Joseph",REQ AN INVESTIGATION INTO THE DEATH OF THEIR DAUGHTER RE GM RECALL,5,NA,NA
NA,NA,NA,684,DOJ_CIV,2020-06-12,BILL NELSON,,ASSET FORFEITURE FROM CRIMINAL CASE,NA,NA,NA
John,CORNYN,NA,32,DOJ_CIV,2020-06-13,JOHN CORNYN,"CORNYN, John",RECA,NA,NA,NA
Jon,TESTER,NA,827,DOJ_CIV,2020-06-13,JON JOHN TESTER WALSH,"TESTER, Jon",MED CARE SECONDARY PAYER CLAIMS RELATING TO LIBBY MEDICAL PROGRAM,1,NA,NA
NA,NA,NA,1120,DOJ_CIV,2020-06-13,BILL NELSON,,SEPTEMBER 11TH VICTIMS COMPENSATION FUND (VCF),NA,NA,NA
NA,NA,NA,63,DOJ_CIV,2020-06-15,HARRY REID,,EXPRESSING CONCERNS REGARDING DOJ'S AUDIT OF THE NEVADA FIRE SAFE COUNCIL S MANAGEMENT/DISTRIBUTION,NA,NA,NA
John,CORNYN,NA,62,DOJ_CIV,2020-06-16,JOHN CORNYN,"CORNYN, John",(b) (6) REGARD NG HIS CONCERNS WITH OPERATION CHOKE POINT,1,NA,NA
Tammy,BALDWIN,NA,1132,DOJ_CIV,2020-06-16,TAMMY BALDWIN OTHERS WHO NEED TO BE LOGGED,"BALDWIN, Tammy",FEDERAL RECOGNITION OF SAME-SEX MARRIAGES PERFORMED IN WISCONSIN,NA,NA,NA
NA,NA,NA,59,DOJ_CIV,2020-06-17,TOM DIANNE DEAN DOUG MARK MCCLINTOCK FEINSTEIN HELLER LAMALFA AMODEI,,EXPRESSING CONCERNS ABOUT DOJ'S AUDIT OF THE NAVADA FIRE SAFE COUNCILS MANAGEMENT/DISTRIBUTION,NA,NA,NA
NA,NA,NA,429,DOJ_CIV,2020-06-17,CLIFF STEARNS,,GENDER DISCRIM BY DIA,NA,NA,NA
NA,NA,NA,1015,DOJ_CIV,2020-06-17,JASON CHAFFETZ,,"LTR FROM CHMN CHAFFETZ OVERSIGHT AND GOVERNMENTAL REFORM COMTE AND CHMN JORDAN HEALTHCARE BENEFITS ADMINISTRATIVE RULES SUB COMTE EXPRESSING CONCERNS ABOUT THE CENTERS FOR MEDICARE AND MEDICAID SERVICES (CMS) AWARDED OF 2.
 BILLION IN START-UP AND SOLVENCY LOANS TO HELP CREATE TWENTY-THREE CONSUMER OPERATED AND ORIENTED PLANS (CO-0PS) PURSUANT TO THE PATIENT PROTECTION AND AFFORDABLE CARE ACT (PPACA). STATING THAT IT IS UNCLEAR WHETHER ANY TAXPAYER DOLLARS WILL BE RECOUPED FROM FAILED CO- OPS. SINCE BILLIONS OF TAXPAYERS DOLLARS ARE AT RISK IT IS CRITICAL THAT CONGRESS HAS ALL THE DOCUMENTS AND NFORMAITON NEEDED TO ASSESS THE AGENCY S EFFORTS TO PROTECT THE CONSUMERS NLT 6/2 /2016.",1,NA,NA
Michael,ENZI,NA,1016,DOJ_CIV,2020-06-17,MICHAEL B. ENZI,"ENZI, Michael B.","LTR ON BEHALF OF(b) (6) REQUESTING ASSISTANCE REGARDING HIS CONCERNS WITH
 OPERATION CHECK POINT.",1,NA,NA
Patty,MURRAY,NA,1117,DOJ_CIV,2020-06-17,PATTY MURRAY,"MURRAY, Patty",COBELL SETTLEMENT TRUST,NA,NA,NA
Marco,RUBIO,NA,61,DOJ_CIV,2020-06-18,MARCO RUBIO,"RUBIO, Marco",(b) (6) REQ ASSISTANCE WITH THE FCC IN OBTAINING A REFUND FROM VERIZON RE HIS CELL PHONE,1,NA,NA
Charles,GRASSLEY,NA,290,DOJ_CIV,2020-06-18,CHARLES GRASSLEY,"GRASSLEY, Charles Ernest",REGARDING COMPENSATING THE VICTIMS OF THE 1998 EMBASSY BOMBING IN NAIROBI KENYA,NA,NA,NA
Martin,HEINRICH,NA,555,DOJ_CIV,2020-06-18,MARTIN HEINRICH,"HEINRICH, Martin",WORKERS' COMPENSATION ISSUE,NA,NA,NA
Adam,SCHIFF,NA,551,DOJ_CIV,2020-06-19,ADAM B. SCHIFF,"SCHIFF, Adam",IMMIGRATION CASE,NA,NA,NA
NA,NA,NA,562,DOJ_CIV,2020-06-19,HOWARD P. MCKEON,,DMX V. ASCAP,NA,NA,NA
NA,NA,NA,686,DOJ_CIV,2020-06-19,JOHN MCCAIN,,RECA,NA,NA,NA
NA,NA,NA,692,DOJ_CIV,2020-06-20,JEFF DENHAM,,RECA,NA,NA,NA
Sherrod,BROWN,NA,428,DOJ_CIV,2020-06-21,SHERROD BROWN,"BROWN, Sherrod",ALLEGED FRAUD BY DEALERSHIP,NA,NA,NA
Jeanne,SHAHEEN,NA,431,DOJ_CIV,2020-06-21,JEANNE SHAHEEN,"SHAHEEN, Jeanne",DOMESTIC PARTNER BENFTS FOR FED EMPLOYEE,NA,NA,NA
Cedric,RICHMOND,NA,553,DOJ_CIV,2020-06-21,CEDRIC RICHMOND,"RICHMOND, Cedric",ROAD HOME PROGRAM FUNDS,NA,NA,NA
NA,NA,NA,1122,DOJ_CIV,2020-06-23,STEVE ISRAEL,,SEPTEMBER 11TH VICTIMS COMPENSATION FUND (VCF),NA,NA,NA
Mark,MEADOWS,NA,339,DOJ_CIV,2020-06-25,MARK MEADOWS ET AL,"MEADOWS, Mark",PLAN B DECISION(b) (6) V. HAMBURG),1,NA,NA
John,CARTER,NA,691,DOJ_CIV,2020-06-25,JOHN CARTER,"CARTER, John R.",RECA,NA,NA,NA
David,ROE,NA,904,DOJ_CIV,2020-06-25,DAVID ROE,"ROE, David P. (Phil)",REFERRAL FROM TREASURY LTR ON BEHALF OF TN CONSTITUENT RE SENIOR CITIZEN CNTR EVICTION,NA,NA,NA
Vernon,BUCHANAN,NA,690,DOJ_CIV,2020-06-26,VERN BUCHANAN,"BUCHANAN, Vernon G.",RECA,NA,NA,NA
Theodore,DEUTCH,NA,912,DOJ_CIV,2020-06-26,TED DEUTCH,"DEUTCH, Theodore E. (Ted)",LTR ON BEHALF OF(b) (6) REQUESTING ASST W HIS LAWSUIT RE MEDICAL COVERAGE,1,NA,NA
NA,NA,NA,1123,DOJ_CIV,2020-06-26,DAN BENISHEK,,ILLEGAL FORECLOSURE,NA,NA,NA
Glenn,THOMPSON,NA,1087,DOJ_CIV,2020-06-27,GLENN THOMPSON,"THOMPSON, Glenn",TAKING ADVANTAGE OF SUBSIDIES OVERCHARG,NA,NA,NA
Ben,LUJAN,NA,433,DOJ_CIV,2020-06-28,BEN RAY LUJAN,"LUJÁN, Ben Ray",RECA,NA,NA,NA
NA,NA,NA,317,DOJ_CIV,2020-06-29,DENNIS CARDOZA,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,318,DOJ_CIV,2020-06-29,JANICE HAHN,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Lucille,ROYBAL-ALLARD,NA,319,DOJ_CIV,2020-06-29,LUCILLE ROYBAL-ALLARD,"ROYBAL-ALLARD, Lucille",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Maxine,WATERS,NA,320,DOJ_CIV,2020-06-29,MAXINE WATERS,"WATERS, Maxine",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Marco,RUBIO,NA,354,DOJ_CIV,2020-06-29,MARCO RUBIO,"RUBIO, Marco",LTR ON BEHALF OF(b) (6) REQ STATUS OF H S 911 V CTIM COMPENSATION FUND CLAIM SEE WF 2958779,1,NA,NA
Zoe,LOFGREN,NA,552,DOJ_CIV,2020-06-29,ZOE LOFGREN,"LOFGREN, Zoe",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,578,DOJ_CIV,2020-06-29,JOE BACA,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Karen,BASS,NA,579,DOJ_CIV,2020-06-29,KAREN BASS,"BASS, Karen",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,580,DOJ_CIV,2020-06-29,XAVIER BECERRA,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,581,DOJ_CIV,2020-06-29,HOWARD BERMAN,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,582,DOJ_CIV,2020-06-29,LOIS CAPPS,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Judy,CHU,NA,583,DOJ_CIV,2020-06-29,JUDY CHU,"CHU, Judy",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Jim,COSTA,NA,584,DOJ_CIV,2020-06-29,JIM COSTA,"COSTA, Jim",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Susan,DAVIS,NA,585,DOJ_CIV,2020-06-29,SUSAN DAVIS,"DAVIS, Susan A.",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Anna,ESHOO,NA,586,DOJ_CIV,2020-06-29,ANNA G. ESHOO,"ESHOO, Anna Georges",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,587,DOJ_CIV,2020-06-29,SAM FARR,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,588,DOJ_CIV,2020-06-29,BOB FILNER,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
John,GARAMENDI,NA,589,DOJ_CIV,2020-06-29,JOHN GARAMENDI,"GARAMENDI, John",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,590,DOJ_CIV,2020-06-29,MIKE HONDA,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Barbara,LEE,NA,591,DOJ_CIV,2020-06-29,BARBARA LEE,"LEE, Barbara",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Doris,MATSUI,NA,592,DOJ_CIV,2020-06-29,DORIS MATSUI,"MATSUI, Doris",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Jerry,McNERNEY,NA,593,DOJ_CIV,2020-06-29,JERRY MCNERNEY,"McNERNEY, Jerry",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,594,DOJ_CIV,2020-06-29,GEORGE MILLER,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Grace,NAPOLITANO,NA,595,DOJ_CIV,2020-06-29,GRACE NAPOLITANO,"NAPOLITANO, Grace Flores",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,596,DOJ_CIV,2020-06-29,LAURA RICHARDSON,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,597,DOJ_CIV,2020-06-29,LAURA RICHARDSON,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,598,DOJ_CIV,2020-06-29,L NDA SANCHEZ,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,599,DOJ_CIV,2020-06-29,LORETTA SANCHEZ,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Adam,SCHIFF,NA,600,DOJ_CIV,2020-06-29,ADAM SCHIFF,"SCHIFF, Adam",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Brad,SHERMAN,NA,601,DOJ_CIV,2020-06-29,BRAD SHERMAN,"SHERMAN, Brad",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Karen,SPEIER,NA,602,DOJ_CIV,2020-06-29,JACKIE SPEIER,"SPEIER, Karen Lorraine Jacqueline (Jackie)",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,603,DOJ_CIV,2020-06-29,PETE STARK,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Michael,THOMPSON,NA,604,DOJ_CIV,2020-06-29,MIKE THOMPSON,"THOMPSON, Michael",NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,605,DOJ_CIV,2020-06-29,HENRY WAXMAN,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,606,DOJ_CIV,2020-06-29,LYNN WOOLSEY,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,607,DOJ_CIV,2020-06-29,LYNN WOOLSEY,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,1017,DOJ_CIV,2020-06-29,BOB GOODLATTE,,LTR FROM CHMN GOODLATTE JUD CIARY COMTE WRITING AT REPRESENTATIVE GLENN THOMPSON'S REQUEST REGARDING POLICY ISSUES THAT HAVE ARISEN DURING THE UNITED STATES GOVERNMENT'S LITIGATION WITH INTERNATIONAL CUSTOMS PRODUCTS (ICP) A COMPANY LOCATED IN MR. THOMPSON'S DISTRICT. UNDERSTANDS THAT TH S LITIGATION AND THE UNDERLYING FAILURE OF U.S. CUSTOMS AND BORDER PROTECTION (CUSTOMS) TO FOLLOW STATUTORILY REQUIRED PROCEDURES HAS RENDERED ICP PENNILESS AND CAUSED ITS $65 MILLION-DOLLAR FOOD PRODUCT PLANT TO BE SURRENDERED TO ITS BANK AND SHUT DOWN. MENTIONS THAT DOJ CONTINUES TO APPEAL THE TRADE COURTS DETERMINATION THAT ICP IS ENTITLED TO ATTORNEYS' FEES AND EXPENSES. REQUESTING INFORMATION ON HOW OFTEN THE UNITED STATES APPEALS A FEDERAL TRIAL COURT'S DETERMINATION TO AWARD FEES AND EXPENSES UNDER THE EQUAL ACCESS TO JUSTICE ACT AND HOW OFTEN THE UNITED STATES MAKES SUCH AN APPEAL AFTER A FEDERAL CIRCUIT COURT HAS ALREADY DETERM NED THAT THE PRIVATE PARTY HAS PREVAILED ON THE MERITS OF ITS,1,NA,NA
Charles,GRASSLEY,NA,889,DOJ_CIV,2020-06-30,CHARLES GRASSLEY,"GRASSLEY, Charles Ernest",LTR FROM CHMN GRASSLEY RE AN INVESTIGAITON INTO SEVERAL DENISTRY PRACTICES ENGAGING IN FRAUD,NA,NA,NA
NA,NA,NA,83,DOJ_CIV,2020-07-01,CAROL SHEA-PORTER,,PROBLEM WITH BANK OF THE WEST ANNUITY,"NA","NA",NA
Bennie,THOMPSON,NA,84,DOJ_CIV,2020-07-01,BENNIE THOMPSON,"THOMPSON, Bennie",FEMA TRAILERS BEING REUSED FOR OIL SPILL,"NA","NA",NA
Zoe,LOFGREN,NA,85,DOJ_CIV,2020-07-01,ZOE LOFGREN,"LOFGREN, Zoe",FINANCIAL DISCLOSURE STATEMENT,"NA","NA",NA
Thomas,UDALL,NA,298,DOJ_CIV,2020-07-01,TOM UDALL,"UDALL, Thomas (Tom)",WORKPLACE CONDITIONS,NA,NA,NA
NA,NA,NA,357,DOJ_CIV,2020-07-01,DIANNE/PATRICK FEINSTEIN/LEAHY,,CONCERN DOJ HASN T OPENED SEN SELECT INTEL COMMITTEE REPORT SAYS ACLU V. CIA SHOULDN T BE EXCUSE,NA,NA,NA
NA,NA,NA,438,DOJ_CIV,2020-07-01,MARY LANDRIEU,,BACKPAYMENTS FROM CONTRACTOR,NA,NA,NA
NA,NA,NA,876,DOJ_CIV,2020-07-01,RAUL LABRADOR,,CONSTITUENT BELIEVES HE WAS DENIED A BUSINESS LOAN B/C OF OPERATION CHOKE POINT,NA,NA,NA
John,KATKO,NA,1019,DOJ_CIV,2020-07-01,JOHN KATKO,"KATKO, John","LTR ON BEHALF OF(b) (6) CICERO NY REQUESTING ASSISTANCE CONCERNING THE
 STATUS OF HER 911 VICTIMS COMPENSATION FUND CLAIM ON BEHALF OF HER HUSBAND.",1,NA,NA
John,KATKO,NA,1033,DOJ_CIV,2020-07-01,JOHN KATKO,"KATKO, John","LTR ON BEHALF OF(b) (6) CICERO NY REQUESTING ASSISTANCE CONCERNING THE
 STATUS OF HIS 911 VICTIM COMPENSATION FUND CLAIM. SEE WF 3296 99",1,NA,NA
NA,NA,NA,164,DOJ_CIV,2020-07-02,Bill YOUNG,,COMPLAINT/D SCHARGE FROM THE ARMY,"NA","NA",NA
NA,NA,NA,702,DOJ_CIV,2020-07-02,L NDSEY GRAHAM,,RECA,NA,NA,NA
Dianne,FEINSTEIN,NA,705,DOJ_CIV,2020-07-02,DIANNE FEINSTEIN,"FEINSTEIN, Dianne","DOJ IMPLEMENTATION OF MANDATE FROM
 (b) (6) CASE (DOMA)",1,NA,NA
NA,NA,NA,1125,DOJ_CIV,2020-07-02,BOB GOODLATTE,,INVITING AAG DELERY TO TESTIFY AT HEARING,5,NA,NA
NA,NA,NA,554,DOJ_CIV,2020-07-05,T MOTHY BISHOP,,RECA,NA,NA,NA
Mark,MEADOWS,NA,1020,DOJ_CIV,2020-07-05,MARK MEADOWS,"MEADOWS, Mark","LTR ON BEHALF OF(b) (6) SAPPHIRE NC REQUESTING ASSISTANCE WITH OBTAINING A
 FORM TO FILE THE VACCINE INJURY COMPENSATION PROGRAM.",1,NA,NA
NA,NA,NA,86,DOJ_CIV,2020-07-06,GREG HARPER,,ARIZONA IMM GRATION LAW SB 1070,"NA","NA",NA
NA,NA,NA,87,DOJ_CIV,2020-07-06,GARY MILLER,,ARIZONA IMM GRATION LAW SB 1070,"NA","NA",NA
NA,NA,NA,88,DOJ_CIV,2020-07-06,JAMES  F SENSENBRENNER,,ARIZONA IMM GRATION LAW SB 1070,"NA","NA",NA
NA,NA,NA,89,DOJ_CIV,2020-07-06,HOWARD  P MCKEON,,ARIZONA IMM GRATION LAW SB 1070,"NA","NA",NA
NA,NA,NA,90,DOJ_CIV,2020-07-06,DAN BURTON,,ARIZONA IMM GRATION LAW SB 1070,"NA","NA",NA
Marsha,BLACKBURN,NA,91,DOJ_CIV,2020-07-06,MARSHA BLACKBURN,"BLACKBURN, Marsha",ARIZONA IMM GRATION LAW SB 1070,"NA","NA",NA
NA,NA,NA,92,DOJ_CIV,2020-07-06,ELTON GALLEGLY,,ARIZONA IMM GRATION LAW SB 1070,"NA","NA",NA
NA,NA,NA,93,DOJ_CIV,2020-07-06,SUE MYRICK,,ARIZONA IMM GRATION LAW SB 1070,"NA","NA",NA
NA,NA,NA,94,DOJ_CIV,2020-07-06,DANA ROHRABACHER,,ARIZONA IMM GRATION LAW SB 1070,"NA","NA",NA
NA,NA,NA,95,DOJ_CIV,2020-07-06,TODD TIAHRT,,ARIZONA IMM GRATION LAW SB 1070,"NA","NA",NA
NA,NA,NA,96,DOJ_CIV,2020-07-06,ED ROYCE,,ARIZONA IMM GRATION LAW SB 1070,"NA","NA",NA
NA,NA,NA,97,DOJ_CIV,2020-07-06,TRENT FRANKS,,ARIZONA IMM GRATION LAW SB 1070,"NA","NA",NA
NA,NA,NA,98,DOJ_CIV,2020-07-06,ROSCOE BARTLETT,,(b) (6)   ET AL V. USA,1,"NA",NA
Steve,KING,NA,99,DOJ_CIV,2020-07-06,STEVE KING,"KING, Steve",ARIZONA IMM GRATION LAW SB 1070,"NA","NA",NA
NA,NA,NA,100,DOJ_CIV,2020-07-06,LAMAR SMITH,,ARIZONA IMM GRATION LAW SB 1070,"NA","NA",NA
NA,NA,NA,160,DOJ_CIV,2020-07-06,CLIFF STEARNS,,RADIATION COMPENSATION,1,"NA",NA
NA,NA,NA,434,DOJ_CIV,2020-07-06,STEVEN KIRK / 3 OTHERS,,CIVILIAN TRIALS FOR TERRORIST,NA,NA,NA
NA,NA,NA,557,DOJ_CIV,2020-07-06,MARTIN HE NRICH,,RECA,NA,NA,NA
Brad,WENSTRUP,NA,1018,DOJ_CIV,2020-07-06,BRAD WENSTRUP,"WENSTRUP, Brad",EXPRESSING CONCERNS THAT THE VICTIMS OF THE NEW ENGLAND COMPOUNDING CENTER (NECC) MEN NGITIS OUTBREAK ARE STILL AWAITING FINANCIAL COMPENSAT ON. ENCLOSING A LTR FROM A CONSTITUENT WHO RECEIVED A TAINTED STEROID INJECTION N HIS BACK IN 9/2012. THE STEROID WAS MADE AND SOLD BY NECC AND HE WAS DIAGNOSED WITH FUNGAL MENINGITIS AND HAS SUFFERED A VARIETY OF SEVERE COMPLICATIONS AS A RESULT. REQUESTING THAT DOJ AND HHS ACT SWIFTLY TO COMPENSATE THE VICTIMS. SEE RELATED CORRES IN ES.,1,NA,NA
NA,NA,NA,102,DOJ_CIV,2020-07-07,TOM PERRIELLO,,POST OFFICE VIOLATIONS,"NA","NA",NA
NA,NA,NA,161,DOJ_CIV,2020-07-07,RICHARD LUGAR,,RIGHTS VIOLATED AT FT. WAYNE  ID VA HOSP,"NA","NA",NA
Thomas,UDALL,NA,162,DOJ_CIV,2020-07-07,TOM UDALL,"UDALL, Thomas (Tom)",RADIATION COMPENSATION,1,"NA",NA
Ron,JOHNSON,NA,1031,DOJ_CIV,2020-07-07,RON H. JOHNSON,"JOHNSON, Ron","LTR ON BEHALF OF(b) (6) WAUSAU WISCONSIN REQUESTING ASSISTANCE ALLEGING
 HE IS A VICTIM OF MORTGAGE AT THE HAND OF BANK OF AMERICA AND WANTS TO KNOW WHO ENFORCES THE NATIONAL SETTLEMENT AGREEMENT.",1,NA,NA
NA,NA,NA,1083,DOJ_CIV,2020-07-07,HENRY WAXMAN,,STUDENT LOAN (DOJ IS COLLECTING),NA,NA,NA
Doris,MATSUI,NA,1144,DOJ_CIV,2020-07-07,DORIS MATSUI,"MATSUI, Doris",RECA,NA,NA,NA
Charles,GRASSLEY,NA,101,DOJ_CIV,2020-07-08,CHARLES GRASSLEY,"GRASSLEY, Charles Ernest",USE OF SETTLEMENT FUNDS WITHIN CRT,"NA","NA",NA
NA,NA,NA,163,DOJ_CIV,2020-07-08,JOHN M. SPRATT  JR.,,FED GOVT ROLE IN MANAGING NUCLEAR WASTE,"NA","NA",NA
Charles,SCHUMER,NA,332,DOJ_CIV,2020-07-08,CHARLES E. SCHUMER,"SCHUMER, Charles Ellis (Chuck)",STATUS OF 9/11 VICTIMS COMPENSATION FUND (VCF) CLAIM,1,NA,NA
Tom,GRAVES,NA,371,DOJ_CIV,2020-07-08,TOM GRAVES,"GRAVES, Tom","LTR ON BEHALF O (b) (6) 
 REQUESTING ASSISTANCE REGARDING THE STATUS OF HIS CLAIM THAT HE FILED IN 10/2013 WITH THE 911 VICTIMS COMPENSATION FUND. (NOTE NO RECORD OF PRIOR CORESS IN ES.)",1,NA,NA
Ben,LUJAN,NA,437,DOJ_CIV,2020-07-08,BEN RAY LUJAN,"LUJÁN, Ben Ray",RECA,NA,NA,NA
NA,NA,NA,703,DOJ_CIV,2020-07-08,GARY G. MILLER,,REQUESTING AND INVESTIGATION INTO THE DHS FOR M SCONDUCT,1,NA,NA
Sean,DUFFY,NA,893,DOJ_CIV,2020-07-08,SEAN DUFFY,"DUFFY, Sean",REQ DOJ EMPLOYEE(b) (6) BE AVAILBLE FOR NTERV EWS RE CHOKE POINT,1,NA,NA
David,SCOTT,NA,1021,DOJ_CIV,2020-07-08,DAVID SCOTT,"SCOTT, David","LTR ON BEHALF OF(b) (6) 
 REQUESTING ASSISTANCE SEEKING RESTITUTION FOR AN ALLEGED FRAUDULENT HOME LOAN AND FORECLOSURE.",1,NA,NA
Patty,MURRAY,NA,1124,DOJ_CIV,2020-07-08,PATTY MURRAY,"MURRAY, Patty",RECA,NA,NA,NA
NA,NA,NA,1138,DOJ_CIV,2020-07-08,PAT MEEHAN,,"OPERATION CHOKE POINT - AFFECTED CONST
 BUSINESS LINE OF CREDIT",NA,NA,NA
Robert,CASEY,NA,895,DOJ_CIV,2020-07-09,ROBERT CASEY,"CASEY, Robert (Bob), Jr.",LTR ON BEHALF OF(b) (6) REQ ASSISTANCE UNER THE 911 VICTIM COMPENSATION FUND,1,NA,NA
William,CLAY,NA,1113,DOJ_CIV,2020-07-09,WILLIAM LACY CLAY,"CLAY, William Lacy, Jr.",CONTRACT DISPUTE,NA,NA,NA
NA,NA,NA,334,DOJ_CIV,2020-07-10,REID RIBBLE,,PAYMENTS TO VETERANS UNDER NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,556,DOJ_CIV,2020-07-10,BRIAN BILBRAY,,RECA,NA,NA,NA
